No,ContractorName,Description,Status,PermitCategory,Type,SubType,Address,Zip,Applicant,Link,Lat,Long
13,MARMOL RADZINER AN ARCHITECTURAL CORPORATION,(N) 2-STORY TYPE VA DUPLEX WITH ATTACHED 2-CAR GARAGE WITH PARKING LIF,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,628 E SANTA CLARA AVE,90291,MARMOL RADZINER (Architect),https://cityoflosangeles.build/permit/?pcis=19010-30000-05991,33.9928,-118.4656
14,KREATION G1 CONSTRUCTION,DETACHED (N) ADU PER ORDINANCE  ( 2-STORY)  ***SEE COMMENT SECTION***,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1408 S GLENAVON AVE,90291,RAAJ SHANKLA (Owner-Bldr),,,
15,GO BUILDING SYSTEMS INC,New single family dwelling with 3 car garage and 2 story with roof dec,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,738 E PALMS BLVD,90291,ELECTRIC BOWERY (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=19010-10000-02298,33.99297,-118.46174
16,OWNER-BUILDER,(N) 24'-6" x 62' irregular shape 3-Stories Duplex with roof top deck a,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,215 E NORTH VENICE BLVD,90291,SANDRA BAK (Architect),,,
17,SARLAN BUILDERS INC,A NEW 1-STORY ACCESSORY LIVING QUARTER  AND GARAGE.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1328 E PRESTON WAY,90291,PHILIP KAAINOA (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=16010-10000-05910,34.00324,-118.45364
18,K B CONSTRUCTION CO,NEW DETACHED [20 X20] GARAGE AT REAR OF LOT TO REPLACE BURNED DOWN GAR,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2428 S WALNUT AVE,90291,BRIAN SOTO (Agent for Contractor),https://cityoflosangeles.build/permit/?pcis=20016-10000-16676,33.99462,-118.44942
19,OWNER-BUILDER,NEW ONE CAR GARAGE AT THE REAR OF LOT .,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2409 S CLARK AVE,90291,CHARMAINE SOO (Architect),https://cityoflosangeles.build/permit/?pcis=14010-10000-02365,33.98594,-118.46203
20,FERRANTE KOBERLING CONSTRUCTION INC,NEW DETACHED TRELLIS (13'-8" x 8").,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,911 W VENEZIA AVE,90291,BERNARDO RUBIO (Architect),https://cityoflosangeles.build/permit/?pcis=14020-10000-02376,33.9941,-118.45669
21,OWNER-BUILDER,NEW CARPORT PER INFORMATION BULLETIN P/BC 2014-009,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,817 E PALMS BLVD,90291,MICAHEL S (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=14010-10000-02234,33.99437,-118.46103
22,DE PRIEST DAVID,NEW SINGLE STORY DETACHED 2-CAR GARAGE.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1354 E APPLETON WAY,90291,AUSTIN PETERS (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=15010-10000-00389,34.00455,-118.45362
23,BLANCO CONSTRUCTION SERVICES & ASSOCIATES INC,New 20'11" x 23'2" irregular detached 2-car garge with 1/2 bath stora,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2041 S LOUELLA AVE,90291,ANDREW ADZEMOVIC (Architect),https://cityoflosangeles.build/permit/?pcis=18010-30000-01703,34.0003,-118.45154
24,OWNER-BUILDER,NEW 2 LOT SMALL LOT SUBDIVISION W/ ONE SINGLE FAMILY DWELLING ON EACH,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,337 S 6TH AVE,90291,DAVID ABITAN (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=18010-10000-03017,33.99823,-118.47131
25,TAN RANDY,PROPOSED NEW 42'6"X32'3" 2-STORY SFD W/ MEZZANINE BALCONY (7'X32'3"),Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2317 S GLYNDON AVE,90291,TIEN CHU (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=12010-10000-00668,33.99669,-118.45007
26,GILLETT CONSTRUCTION SERVICES INC,New detached one car carport,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,660 E INDIANA AVE,90291,BILL JAMES (Architect),https://cityoflosangeles.build/permit/?pcis=14010-40000-03376,33.99699,-118.46758
27,INTAKTICS INC,(N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1218 E APPLETON WAY,90291,ANTHONY COSCIA (Architect),,,
28,OWNER-BUILDER,(N) 3-STORY SFD W/ ATTACHED 6-CAR GARAGE (NFPA-13D FIRE SPINKLERS THRO,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,730 E INDIANA AVE,90291,KOBE MARCIANO (Agent for Owner),,,
29,OWNER-BUILDER,New 2 story ADU per AB494 and SB229.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1387 E LAKE ST,90291,SOMMAH GATTAREE (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=19010-30000-01149,34.00703,-118.45452
30,OWNER-BUILDER,NEW SINGLE FAMILY DWELLING WITH ATTACHED GARAGE PER SMALL LOT SUBDIVIS,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,705 E BROADWAY ,90291,- - (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=18010-30000-05238,33.99625,-118.46542
31,OWNER-BUILDER,NEW SINGLE FAMILY DWELLING WITH ATTACHED GARAGE PER SMALL LOT SUBDIVIS,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,707 E BROADWAY ,90291,- - (Agent for Owner),,,
32,OWNER-BUILDER,New 2 -story s.f.d. w/ attached garage,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1033 E PALMS BLVD,90291,MILES HASS (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=20010-30000-03934,33.99819,-118.45864
33,OWNER-BUILDER,(N) 3 story SFD with ADU and garage on ground level & rooftop deck.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,586 E GRAND BLVD,90291,KAREN MITRI (Agent for Owner),,,
34,ADAMS INNOVATIVE RENOVATIONS,[18'x30'] 3-CAR GARAGE AT REAR OF LOT  "COMPLY WITH DEPARTMENT ORDER e,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,404 E BROADWAY ,90291,NEIL KAUFMAN (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=21010-10000-06355,33.99308,-118.47097
35,RESTO GROUP THE,NEW 2-STORY TYPE VB SINGLE FAMILY DWELLING WITH BASEMENT LEVEL EQUIPP,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,627 E PALMS BLVD,90291,CORBET CAMPODONICO (Architect),https://cityoflosangeles.build/permit/?pcis=20010-30000-01823,33.99121,-118.46322
36,OWNER-BUILDER,(N) 2-STORY SFD W/ ATTACHED GARAGE (NFPA-13D FIRE SPRINKLERS THROUGHOU,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1113 E MARCO PL,90291,ARUM KIM-SANTIAGO (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=20010-20000-04021,33.9988,-118.45509
37,SUN DEVELOPERS INC,(N) detached garage with ADU above per LAMC 12.22A.33(c) & (d) at rear,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1050 W PALMS BLVD,90291,JOSE GONZALEZ (Architect),,,
38,FOX CONSTRUCTION,(N) Construction of SFD. with flat roof deck and attached 2-car carpor,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1147 E HARRISON AVE,90291,ADREA SCHOENING (Architect),https://cityoflosangeles.build/permit/?pcis=19010-30000-00364,33.99071,-118.44881
39,OWNER-BUILDER,NEW 2 STORY DETACHED ACCESSORY DWELLING UNIT ( 40'-0"X17'-0") PER LAMC,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,352 S 5TH AVE,90291,JORDAN KAHANER (Agent for Owner),,,
40,PEREA CONSTRUCTION SERVICES INC,New detached single-story ADU.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2211 S MARIAN PL,90291,DAWN HICKS (Agent for Owner),,,
41,DE PRIEST DAVID,NEW 3-STORY SINGLE FAMILY DWELLING WITH ATTACHED GARAGE AND UNCOVERED,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,421 E CARROLL CL,90291,PAOLA PINI (Architect),https://cityoflosangeles.build/permit/?pcis=19010-10000-03819,33.98572,-118.46654
42,OWNER-BUILDER,NEW 19'-5 1/8" x 33'-3" TWO-STORY ACCESSORY DWELLING UNIT PER LAMC 12.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2205 S PENMAR AVE,90291,PETER HAMILTON (Architect),,,
43,OWNER-BUILDER,NEW 51'-2" x 73'-7.5" IRR. SHAPED TWO-STORY SINGLE FAMILY DWELLING; AU,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1126 E VICTORIA AVE,90291,PETER HAMILTON (Architect),https://cityoflosangeles.build/permit/?pcis=21010-20000-02241,33.99719,-118.45322
44,BEST ALL INC,NEW 26'-10" X 29'  (2)-STORY ACCESSORY DWELLING UNIT PER LAMC 12.22 A.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2416 S LOUELLA AVE,90291,BROOKS DUNN (Architect),https://cityoflosangeles.build/permit/?pcis=18010-10000-01149,33.99584,-118.44773
45,SOUTHLAND BUILDING & REMODEL COMPANY,New detached garage (345 sf) w./ an attached ADU (303 sf) per CA Govt.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2040 S GLYNDON AVE,90291,DAN BIBAWI (Agent for Owner),,,
46,SOUTHLAND BUILDING & REMODEL COMPANY,New 2-story SFD over 1-level basement,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2038 S GLYNDON AVE,90291,DAN BIBAWI (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=22010-30000-03461,33.9999,-118.45213
47,DI NALLI CONSTRUCTION,NEW 48' X 67-7" 2-STORY IRREGULAR SHAPED SFD W/ ATTACHED 2-CAR GARAGE,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,960 E INDIANA AVE,90291,TONY SULECIO (Agent for Owner),,,
48,GAIA CONSTRUCTION INC,NEW 1-STORY ACCESSORY LIVING QUARTERS AND ATTACHED GARAGE.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1309 E PALMS BLVD,90291,TAYLOR MANLEY (Architect),,,
49,GAIA CONSTRUCTION INC,NEW 2-STORY SINGLE FAMILY DWELLING.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1309 E PALMS BLVD,90291,TAYLOR MANLEY (Architect),https://cityoflosangeles.build/permit/?pcis=18010-30000-05952,34.00224,-118.45359
50,OWNER-BUILDER,NEW 2 STORY SFD WITH 1 STORY BASEMENT (885 SF) PER DIR-2019-3854-CDP-M,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,117 E SUNSET AVE,90291,DAVID KELLEN (Owner),https://cityoflosangeles.build/permit/?pcis=16014-10000-03259,33.99437,-118.47668
51,OROZCO ULISES,New two story single family dwelling. "Fire sprinklers Required Throug,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1106 E AMOROSO PL,90291,BRYAN MIN (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=16010-30000-03841,33.998,-118.45421
52,OWNER-BUILDER,New 3-story s.f.d. w/ roof deck attached garage and an attached ADU.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,442 E SHERMAN CL,90291,MILES HASS (Architect),https://cityoflosangeles.build/permit/?pcis=20010-30000-04480,33.98393,-118.46419
53,JATO CONSULTANTS INC,New det. ADU (700 sf) over 2-car garage (450 sf) and 1-car carport (25,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,662 E INDIANA AVE,90291,GANTCHO BATCHKAROV (Agent for Owner),,,
54,GABOR & ALLEN INC,(N) STORAGE BLDG,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,419 E SUNSET AVE,90291,PATRICK ALLEN (Contractor),https://cityoflosangeles.build/permit/?pcis=13010-20000-03430,33.99636,-118.47305
55,OWNER-BUILDER,(N) 3-STORY SFD W/ ATTACHED GARAGE & ROOFTOP DECK (NFPA-13D FIRE SPRIN,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,836 E CALIFORNIA AVE,90291,STACY VAN DYKE (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=18010-20000-05518,33.99566,-118.46242
56,JATO CONSULTANTS INC,New 3-story S.F.D. (3400 sf) with roof deck (700sf) and att. trellise,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,664 E INDIANA AVE,90291,GANTCHO BATCHKAROV (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=21010-30000-01676,33.99705,-118.46747
57,EPIC CONSTRUCTION INC,New 3-story single family dwelling with attached 2-garage and roof dec,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,445 E SHERMAN CL,90291,ED MILLAN (Other),https://cityoflosangeles.build/permit/?pcis=17010-10000-04017,33.98421,-118.46431
58,OWNER-BUILDER,(N) 2-STORY SFD W/ ROOF TOP DECK (NFPA-13D FIRE SPRINKLERS THROUGHOUT),Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,728 E INDIANA AVE,90291,KOBE MARCIANO (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=16010-20000-03227,33.99784,-118.46597
59,OWNER-BUILDER,2-STORY GARAGE W/ REC ROOM ABOVE.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,337 S 6TH AVE,90291,DAVID ABITAN (Agent for Owner),,,
60,A G & B CONSTRUCTION INC,NEW 3-STORY SINGLE FAMILY DWELLING WITH ATTACHED 2 CAR GARAGE AND ROOF,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,409 E SHERMAN CL,90291,AUSTIN PETERS (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=21010-10000-02031,33.9836,-118.46525
61,OWNER-BUILDER,(N) 2-STORY SFD W/ ROOF TOP DECK (NFPA-13D FIRE SPRINKLERS THROUGHOUT),Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,730 E INDIANA AVE,90291,KOBE MARCIANO (Agent for Owner),,,
62,OWNER-BUILDER,CONSTRUCT A NEW CARPORT AND STORAGE BUILDING,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,656 E VERNON AVE,90291,GABRIELA FRERS (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=15010-10000-03224,33.9977,-118.46812
63,DE PRIEST DAVID,CONSTRUCTION OF NEW 2-STORY SINGLE FAMILY DWELLING WITH ATTACHED GARAG,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1354 E APPLETON WAY,90291,AUSTIN PETERS (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=15010-10000-00388,34.00455,-118.45362
64,,ePlan NEW DETACHED 4-CAR GARAGE WITH MEZZANINE  2 OF 2,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1028 S PLEASANT VIEW AVE,90291,christof jantzen (Owner),https://cityoflosangeles.build/permit/?pcis=22010-10000-03294,33.99598,-118.46318
65,OWNER-BUILDER,NEW CONSTRUCTION OF A 2-STORY 1170 SF ADU AT REAR YARD CONSISTING OF A,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,979 E LAKE ST,90291,RYAN MCCARTHY (Other),,,
66,OWNER-BUILDER,New single story SFD (442 sf) at rear of the lot. All work per DIR-201,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1325 S 6TH AVE,90291,STEPHEN VITALICH (Architect),https://cityoflosangeles.build/permit/?pcis=21010-30000-02709,33.99166,-118.46623
67,OWNER-BUILDER,NEW 2 LOT SMALL LOT SUBDIVISION W/ ONE SINGLE FAMILY DWELLING ON EACH,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,339 S 6TH AVE,90291,DAVID ABITAN (Agent for Owner),,,
68,,New 2 story detached ADU on top of new garage. Existing garage to be d,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,909 E FLOWER AVE,90291,Irena Bedenikovic (Agent),,,
69,OWNER-BUILDER,2-STORY GARAGE W/ REC ROOM ABOVE.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,339 S 6TH AVE,90291,DAVID ABITAN (Agent for Owner),,,
70,OWNER-BUILDER,New 1-story Accessory Living Quarter with attached trellis;  48'7" x 1,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1246 E PRESTON WAY,90291,ALEX WHITEHEAD (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=17010-30000-00668,34.0025,-118.45504
71,ALON DOV,(N) 3-STORY SFD W/ ATTACHED 6-CAR GARAGE (NFPA-13D FIRE SPRINKLERS THR,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,732 E INDIANA AVE,90291,BEN THOMAS (Agent for Owner),,,
72,CELTIC DESIGN AND CONSTRUCTION,NEW TWO CAR GARAGE.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2201 S GLYNDON AVE,90291,  (Architect),https://cityoflosangeles.build/permit/?pcis=13010-30000-02115,33.99831,-118.45137
73,OWNER-BUILDER,(N) 3-STORY SFD W/ ATTACHED GARAGE & ROOFTOP DECK (NFPA-13D FIRE SPRIN,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,838 E CALIFORNIA AVE,90291,STACY VAN DYKE (Agent for Owner),,,
74,OWNER-BUILDER,New 2-story SFD with attached 2-car garage over basement; Irregular 50,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1246 E PRESTON WAY,90291,ALEX WHITEHEAD (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=17010-30000-00667,34.0025,-118.45504
75,ALON DOV,(N) 2-STORY SFD W/ ROOFTOP DECK (NFPA-13D FIRE SPRINKLERS THROUGHOUT),Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,732 E INDIANA AVE,90291,BEN THOMAS (Agent for Owner),,,
76,EXCELSIOR RESTORATION INC,NEW DETACHED ( 19'-4" X 19'-0")  ONE CAR GARAGE & REC ROOM. garagde do,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,230 S DIMMICK AVE,90291,POWELL AND ASSOCIATES (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=16010-10000-00943,33.9996,-118.47352
77,DI NALLI CONSTRUCTION,NEW 11' X 44'-5" ACCESSORY DWELLING UNIT PER GCS 65852.2(e)(1)(B) AND,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,962 E INDIANA AVE,90291,TONY SULECIO (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=22010-20000-02196,34.00085,-118.46236
78,OWNER-BUILDER,PROPOSED 1-STORY A.D.U.  AT REAR OF LOT per ordinance. Fire sprinkler,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1342 S GLENAVON AVE,90291,CORINNE T. BOGINSKI (Agent for Owner),,,
79,OROZCO ULISES,(n) 2 car garage and 2nd floor Rec Room with half bathroom.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1106 E AMOROSO PL,90291,BRYAN MIN (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=16010-30000-03842,33.998,-118.45421
80,F S DESIGN & CONSTRUCTION INC,New 1-story single family dwelling (rebuild and relocate) with attache,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,693 E SANTA CLARA AVE,90291,STEVE LACAP (Agent for Owner),,,
81,,(N) 12' X 12' ADDITION OF ATTACHED TRELLIS TO SFD,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2140 S LOUELLA AVE,90291,Brian Reiff (Architect),https://cityoflosangeles.build/permit/?pcis=22010-20000-01974,33.99923,-118.45031
82,AXMIS INC,(n) 2-story SFD w/ attached garage. Per DIR-2019-1037-CDP-MEL.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,652 E SANTA CLARA AVE,90291,ALEX WHITEHEAD (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=19010-30000-05314,33.99316,-118.46493
83,T J C HOME BUILDERS LLC,new ADU and 2-car garage per CA Govt. Code 65852.2(e)(1)(B) and applic,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1244 E MORNINGSIDE WAY,90291,CHANTILLY BROWN (Agent for Contractor),,,
84,OWNER-BUILDER,(N) 3-STORY SFD W/ ATTACHED GARAGE & ROOFTOP DECK (NFPA-13D FIRE SPRIN,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,840 E CALIFORNIA AVE,90291,STACY  (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=18010-20000-05520,33.99569,-118.4624
85,OWNER-BUILDER,PROPOSED STORAGE BUILDING LOCATED AT REAR OF LOT.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,603 E INDIANA AVE,90291,RODOLFO YANNARELLA (Other),https://cityoflosangeles.build/permit/?pcis=19010-10000-02669,33.99635,-118.46925
86,OWNER-BUILDER,(N) 2-STORY SFD W/ ROOFTOP DECK (NFPA-13D FIRE SPRINKLERS THROUGHOUT),Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,701 E VERNON AVE,90291,STACY NEWTON (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=21010-20000-06047,33.99829,-118.46744
87,OWNER-BUILDER,(N) 2-STORY SFD W/ ROOFTOP DECK & ATTACHED GARAGE (NFPA-13D FIRE SPRIN,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,616 S 7TH AVE,90291,STACY NEWTON (Agent for Owner),,,
88,,ePlan: (N) 2-STORY ACCESSORY DWELLING UNIT WITH ATTACHED RECREATION RO,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2040 S WALNUT AVE,90291,  (),,,
89,MAGNANO ROBERT E INCORPORATED,(N) ADU per AB494 and SB229 with 2-car garage on first floor.,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2410 S CLOY AVE,90291,RONALD HOWELL (Architect),https://cityoflosangeles.build/permit/?pcis=18014-30000-04241,33.98607,-118.45934
90,OWNER-BUILDER,NEW 21'-3 1/4" x 20'-6" TWO-CAR GARAGE WITH 2ND STORY 25'-4" x 23'-6",Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,2111 S WALNUT AVE,90291,KWESI ASAMOAH (Agent for Owner),,,
91,OWNER-BUILDER,New single family dwelling on lot A in front,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,506 E WESTMINSTER AVE,90291,FMB DEVELOPMENT (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=18010-30000-04641,33.99285,-118.46945
92,OWNER-BUILDER,NEW SINGLE FAMILY DWELLING WITH ATTACHED GARAGE ON LOT B IN REAR,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,508 E WESTMINSTER AVE,90291,FMB DEVELOPMENT (Agent for Owner),,,
93,E N S BUILDERS INC,(N) STORAGE BUILDING W/REC ROOM ABOVE,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1321 S 6TH AVE,90291,ERIC RYDER (Agent for Owner),https://cityoflosangeles.build/permit/?pcis=18010-30000-00033,33.99181,-118.46622
94,OWNER-BUILDER,(N) 1-STORY S.F.R WITH ATTACHED GARAGE,Issued,Plan Check,Bldg-New,1 or 2 Family Dwelling,1377 E LAKE ST,90291,BRIAN NOTEWARE (Agent for Owner),,,
